,round,group,player_slot,ws,other_costs,cost_A,cost_B,production,lcoe,correction_factor,minimum_bid_rym,id_scenario
261,17,2,2,7.4,0.99,43.764900000000004,-0.4376490000000004,3204.6274315761634,43.327251000000004,0.875298,49.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
262,17,2,3,6.8,1.06,47.275729999999996,2.836543800000001,2826.4576240077954,50.1122738,0.9455146,53.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
263,17,2,4,6.0,0.89,54.48127,-5.992939700000001,2275.5401511823243,48.4883303,1.0896254,44.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
264,17,3,1,6.2,1.18,52.346959999999996,9.422452799999995,2417.4057379964315,61.76941279999999,1.0469392,58.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
265,17,3,2,6.4,0.96,50.464625,-2.0185850000000016,2556.7585973306004,48.446039999999996,1.0092925,48.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
266,17,3,3,8.3,1.18,40.202690000000004,7.2364842,3704.6590150147713,47.439174200000004,0.8040538,59.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
267,17,3,4,6.5,0.89,49.60391,-5.456430099999999,2625.3696471309936,44.1474799,0.9920782,44.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
268,17,4,1,6.6,1.18,48.81842,8.7873156,2693.2139720893097,57.6057356,0.9763684,59.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
269,17,4,2,6.1,0.93,53.3012,-3.7310839999999956,2346.759967225184,49.570116000000006,1.066024,46.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
270,17,4,3,5.7,1.11,58.34755499999999,6.41823105000001,2059.071224897595,64.76578605,1.1669511,55.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
271,17,4,4,5.7,1.14,58.34755499999999,8.16865769999999,2059.071224897595,66.51621269999998,1.1669511,56.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
272,18,1,1,8.9,0.85,39.10021325274613,-5.8650319879119195,3990.3272687735966,33.23518126483421,0.79,42.06984970232178,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
273,18,1,2,8.6,0.92,39.632690000000004,-3.1706152000000003,3852.355352958242,36.4620748,0.7926538000000001,46.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
274,18,1,3,8.8,0.85,39.2735133895224,-5.89102700842836,3945.422474128707,33.38248638109404,0.79,42.25631187480258,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
275,18,1,4,8.5,1.0,39.81853,0.0,3804.1989632496698,39.81853,0.7963706,50.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
276,18,2,1,7.8,1.03,41.96962,1.2590885999999983,3437.2208174516622,43.2287086,0.8393924,51.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
277,18,2,2,8.6,1.18,39.632690000000004,7.133884199999997,3852.355352958242,46.7665742,0.7926538000000001,58.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
278,18,2,3,5.9,0.94,55.727005,-3.343620300000005,2203.80697148829,52.38338469999999,1.1145401,47.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
279,18,2,4,5.8,0.85,56.98057,-8.547085500000001,2131.626659462528,48.4334845,1.1396114,42.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
280,18,3,1,5.0,0.93,71.16774157012966,-4.981741909909076,1548.0076471579075,66.18599966022059,1.29,51.30697648079115,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
281,18,3,2,5.5,1.18,62.007965,11.16143369999999,1913.1530304421865,73.16939869999999,1.2401593,58.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
282,18,3,3,6.9,1.03,46.599399999999996,1.397981999999999,2891.793697192464,47.997381999999995,0.9319879999999999,51.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
283,18,3,4,8.2,1.03,40.400960000000005,1.2120287999999988,3653.284405406161,41.612988800000004,0.8080192,51.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
284,18,4,1,6.8,1.02,47.275729999999996,0.9455146000000028,2826.4576240077954,48.2212446,0.9455146,51.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
285,18,4,2,8.5,0.88,39.81853,-4.778223599999997,3804.1989632496698,35.040306400000006,0.7963706,44.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
286,18,4,3,8.0,0.93,41.11956,-2.8783691999999945,3547.3526180837684,38.241190800000005,0.8223912,46.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
287,18,4,4,8.4,0.99,40.00854,-0.4000854000000018,3754.965449409183,39.6084546,0.8001708000000001,49.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
288,19,1,1,6.5,0.91,49.60391,-4.464351899999997,2625.3696471309936,45.1395581,0.9920782,45.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
289,19,1,2,6.2,0.85,52.346959999999996,-7.852043999999999,2417.4057379964315,44.494915999999996,1.0469392,42.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
290,19,1,3,6.3,0.86,51.40119,-7.196166599999998,2487.4220738687186,44.2050234,1.0280238,43.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
291,19,1,4,7.0,1.12,45.97765,5.517318000000003,2956.235927864234,51.494968,0.919553,56.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
292,19,2,1,5.4,1.18,63.84389,11.491900200000003,1839.9646853205938,75.3357902,1.2768778,59.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
293,19,2,2,8.6,0.95,39.632690000000004,-1.9816344999999984,3852.355352958242,37.651055500000005,0.7926538000000001,47.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
294,19,2,3,5.8,1.0,56.98057,0.0,2131.626659462528,56.98057,1.1396114,50.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
295,19,2,4,5.4,1.01,63.84389,0.638438899999997,1839.9646853205938,64.4823289,1.2768778,50.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
296,19,3,1,6.1,1.02,53.3012,1.0660239999999988,2346.759967225184,54.367224,1.066024,50.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
297,19,3,2,8.2,1.17,40.400960000000005,6.868163199999998,3653.284405406161,47.2691232,0.8080192,58.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
298,19,3,3,7.6,0.9,42.8516,-4.285159999999998,3322.95250850423,38.56644,0.857032,45.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
299,19,3,4,5.7,0.95,58.34755499999999,-2.91737775,2059.071224897595,55.43017724999999,1.1669511,47.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
300,19,4,1,7.4,1.06,43.764900000000004,2.6258940000000024,3204.6274315761634,46.39079400000001,0.875298,53.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
301,19,4,2,7.0,0.89,45.97765,-5.057541499999999,2956.235927864234,40.9201085,0.919553,44.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
302,19,4,3,8.7,0.83,39.45100761491994,-6.706671294536392,3899.430925071707,32.744336320383546,0.79,41.44852698782727,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
303,19,4,4,7.6,1.13,42.8516,5.570707999999996,3322.95250850423,48.422307999999994,0.857032,56.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
304,20,1,1,7.6,1.12,42.8516,5.142192000000001,3322.95250850423,47.993792,0.857032,56.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
305,20,1,2,6.7,0.84,48.042229999999996,-7.686756799999998,2760.2544196832227,40.3554732,0.9608445999999999,42.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
306,20,1,3,5.4,0.88,63.84389,-7.6612668,1839.9646853205938,56.1826232,1.2768778,44.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
307,20,1,4,8.4,1.06,40.00854,2.4005124000000038,3754.965449409183,42.40905240000001,0.8001708000000001,53.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
308,20,2,1,7.5,0.82,43.304379999999995,-7.794788400000002,3264.2913304677227,35.50959159999999,0.8660876,40.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
309,20,2,2,8.7,1.18,39.45100761491994,7.1011813706855875,3899.430925071707,46.552188985605525,0.79,58.926821500766486,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
310,20,2,3,5.7,0.82,58.34755499999999,-10.502559900000001,2059.071224897595,47.84499509999999,1.1669511,40.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
311,20,2,4,8.0,1.16,41.11956,6.579129599999995,3547.3526180837684,47.698689599999994,0.8223912,57.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
312,20,3,1,8.9,1.15,39.10021325274613,5.8650319879119195,3990.3272687735966,44.96524524065805,0.79,56.91803195020006,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
313,20,3,2,5.9,0.85,55.727005,-8.359050750000002,2203.80697148829,47.36795425,1.1145401,42.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
314,20,3,3,7.5,0.81,43.304379999999995,-8.227832199999995,3264.2913304677227,35.0765478,0.8660876,40.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
315,20,3,4,8.8,0.82,39.2735133895224,-7.069232410114033,3945.422474128707,32.20428097940837,0.79,40.764912632162485,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
316,20,4,1,7.0,0.82,45.97765,-8.275977000000005,2956.235927864234,37.70167299999999,0.919553,40.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
317,20,4,2,9.0,0.93,38.9311159427737,-2.7251781159941544,4034.143044805663,36.20593782677955,0.79,45.830301046556386,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
318,20,4,3,5.0,1.13,71.16774157012966,9.251806404116849,1548.0076471579075,80.41954797424651,1.29,62.340734863756985,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
319,20,4,4,5.9,1.15,55.727005,8.359050750000002,2203.80697148829,64.08605575,1.1145401,57.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
320,21,1,1,7.1,1.15,45.36475,6.804712499999994,3019.760489755876,52.169462499999995,0.907295,57.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
321,21,1,2,8.7,0.99,39.45100761491994,-0.39451007614920286,3899.430925071707,39.056497538770735,0.79,49.43860447945662,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
322,21,1,3,6.1,0.9,53.3012,-5.330120000000001,2346.759967225184,47.97108,1.066024,45.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
323,21,1,4,7.9,1.0,41.54056,0.0,3492.8080850201604,41.54056,0.8308112,50.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
324,21,2,1,8.5,1.04,39.81853,1.592741199999999,3804.1989632496698,41.4112712,0.7963706,52.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
325,21,2,2,7.7,0.93,42.40664,-2.9684647999999996,3380.599171369953,39.4381752,0.8481328,46.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
326,21,2,3,9.0,1.03,38.9311159427737,1.16793347828321,4034.143044805663,40.09904942105691,0.79,50.75829040640115,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
327,21,2,4,8.1,0.92,40.70666,-3.256532799999995,3600.84695020913,37.450127200000004,0.8141332,46.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
328,21,3,1,7.4,0.83,43.764900000000004,-7.440033,3204.6274315761634,36.324867000000005,0.875298,41.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
329,21,3,2,8.9,0.81,39.10021325274613,-7.429040518021761,3990.3272687735966,31.67117273472437,0.79,40.09009206927135,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
330,21,3,3,8.2,0.82,40.400960000000005,-7.2721728,3653.284405406161,33.128787200000005,0.8080192,41.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
331,21,3,4,5.9,0.82,55.727005,-10.0308609,2203.80697148829,45.6961441,1.1145401,41.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
332,21,4,1,9.0,1.03,38.9311159427737,1.16793347828321,4034.143044805663,40.09904942105691,0.79,50.75829040640115,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
333,21,4,2,7.7,1.14,42.40664,5.936929599999999,3380.599171369953,48.3435696,0.8481328,57.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
334,21,4,3,7.2,1.16,44.760925,7.161747999999996,3082.3461630779525,51.922672999999996,0.8952185,57.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
335,21,4,4,7.6,0.96,42.8516,-1.7140640000000005,3322.95250850423,41.137536,0.857032,47.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
336,22,1,1,6.5,1.12,49.60391,5.952469200000003,2625.3696471309936,55.5563792,0.9920782,56.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
337,22,1,2,7.9,1.09,41.54056,3.7386504000000045,3492.8080850201604,45.279210400000004,0.8308112,54.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
338,22,1,3,5.4,1.0,63.84389,0.0,1839.9646853205938,63.84389,1.2768778,50.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
339,22,1,4,7.3,1.1,44.23306,4.423306000000004,3143.974070805334,48.656366000000006,0.8846612,55.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
340,22,2,1,8.1,1.04,40.70666,1.6282664000000011,3600.84695020913,42.3349264,0.8141332,52.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
341,22,2,2,6.9,0.96,46.599399999999996,-1.863976000000001,2891.793697192464,44.735423999999995,0.9319879999999999,48.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
342,22,2,3,5.4,1.07,63.84389,4.469072300000008,1839.9646853205938,68.31296230000001,1.2768778,53.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
343,22,2,4,7.6,1.2,42.8516,8.570319999999995,3322.95250850423,51.42191999999999,0.857032,59.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
344,22,3,1,5.8,0.93,56.98057,-3.9886398999999955,2131.626659462528,52.991930100000005,1.1396114,46.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
345,22,3,2,7.0,1.14,45.97765,6.4368709999999965,2956.235927864234,52.41452099999999,0.919553,56.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
346,22,3,3,6.6,0.82,48.81842,-8.7873156,2693.2139720893097,40.031104400000004,0.9763684,41.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
347,22,3,4,5.2,1.18,67.51520365647069,12.152736658164713,1693.6122771870748,79.6679403146354,1.29,61.758093267159225,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
348,22,4,1,7.4,0.82,43.764900000000004,-7.877682,3204.6274315761634,35.887218000000004,0.875298,41.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
349,22,4,2,7.7,1.15,42.40664,6.360996,3380.599171369953,48.767636,0.8481328,57.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
350,22,4,3,5.7,0.96,58.34755499999999,-2.3339022000000043,2059.071224897595,56.01365279999999,1.1669511,47.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
351,22,4,4,8.7,1.03,39.45100761491994,1.1835302284476015,3899.430925071707,40.63453784336754,0.79,51.43612385236397,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
352,23,1,1,8.3,0.96,40.202690000000004,-1.6081076000000039,3704.6590150147713,38.5945824,0.8040538,48.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
353,23,1,2,6.8,1.07,47.275729999999996,3.309301100000006,2826.4576240077954,50.5850311,0.9455146,53.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
354,23,1,3,5.1,1.13,69.3452381590247,9.01488096067321,1620.6598526034632,78.36011911969791,1.29,60.74427838736272,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
355,23,1,4,5.4,1.11,63.84389,7.02282790000001,1839.9646853205938,70.86671790000001,1.2768778,55.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
356,23,2,1,7.5,1.2,43.304379999999995,8.660875999999995,3264.2913304677227,51.96525599999999,0.8660876,59.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
357,23,2,2,8.0,1.15,41.11956,6.167933999999995,3547.3526180837684,47.287493999999995,0.8223912,57.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
358,23,2,3,7.6,0.99,42.8516,-0.4285160000000019,3322.95250850423,42.423083999999996,0.857032,49.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
359,23,2,4,6.5,1.18,49.60391,8.928703799999994,2625.3696471309936,58.53261379999999,0.9920782,58.99999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
360,23,3,1,6.9,1.06,46.599399999999996,2.795964000000005,2891.793697192464,49.395364,0.9319879999999999,53.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
361,23,3,2,7.4,1.16,43.764900000000004,7.002383999999999,3204.6274315761634,50.767284000000004,0.875298,58.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
362,23,3,3,5.2,1.18,67.51520365647069,12.152736658164713,1693.6122771870748,79.6679403146354,1.29,61.758093267159225,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
363,23,3,4,6.1,1.07,53.3012,3.7310840000000027,2346.759967225184,57.032284000000004,1.066024,53.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
364,23,4,1,9.0,0.97,38.9311159427737,-1.16793347828321,4034.143044805663,37.76318246449049,0.79,47.80149679049429,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
365,23,4,2,6.7,1.03,48.042229999999996,1.4412669000000022,2760.2544196832227,49.4834969,0.9608445999999999,51.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
366,23,4,3,8.4,0.85,40.00854,-6.001280999999999,3754.965449409183,34.007259000000005,0.8001708000000001,42.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
367,23,4,4,6.6,1.03,48.81842,1.4645526000000046,2693.2139720893097,50.28297260000001,0.9763684,51.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
368,24,1,1,8.0,1.11,41.11956,4.523151600000006,3547.3526180837684,45.642711600000005,0.8223912,55.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
369,24,1,2,5.5,0.98,62.007965,-1.240159300000002,1913.1530304421865,60.7678057,1.2401593,49.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
370,24,1,3,6.6,1.05,48.81842,2.440921000000003,2693.2139720893097,51.259341000000006,0.9763684,52.50000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
371,24,1,4,5.0,1.05,71.16774157012966,3.5583870785064846,1548.0076471579075,74.72612864863615,1.29,57.92723151057066,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
372,24,2,1,8.2,0.84,40.400960000000005,-6.464153600000003,3653.284405406161,33.9368064,0.8080192,42.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
373,24,2,2,5.6,0.9,60.175095,-6.017509499999996,1986.2186485554405,54.1575855,1.2035019,45.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
374,24,2,3,9.0,0.9,38.9311159427737,-3.8931115942773715,4034.143044805663,35.03800434849633,0.79,44.35190423860295,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
375,24,2,4,9.0,0.91,38.9311159427737,-3.50380043484963,4034.143044805663,35.42731550792407,0.79,44.84470317458743,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
376,24,3,1,8.4,1.0,40.00854,0.0,3754.965449409183,40.00854,0.8001708000000001,50.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
377,24,3,2,7.2,1.01,44.760925,0.4476092499999993,3082.3461630779525,45.20853425,0.8952185,50.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
378,24,3,3,8.2,1.17,40.400960000000005,6.868163199999998,3653.284405406161,47.2691232,0.8080192,58.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
379,24,3,4,7.4,1.13,43.764900000000004,5.689436999999998,3204.6274315761634,49.454337,0.875298,56.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
380,24,4,1,7.3,1.03,44.23306,1.3269918000000018,3143.974070805334,45.560051800000004,0.8846612,51.5,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
381,24,4,2,7.0,0.98,45.97765,-0.9195530000000005,2956.235927864234,45.058097,0.919553,49.0,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
382,24,4,3,6.8,1.13,47.275729999999996,6.145844899999993,2826.4576240077954,53.42157489999999,0.9455146,56.499999999999986,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
383,24,4,4,7.0,0.97,45.97765,-1.3793295000000043,2956.235927864234,44.59832049999999,0.919553,48.49999999999999,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
384,25,1,1,7.0,0.9,45.97765,-4.597764999999995,2956.235927864234,41.379885,0.919553,45.00000000000001,scenario_1_seed:16180339_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
