,round,group,player_slot,cost,break_even_bid_no_rym,percentile_no_rym,correction_factor,break_even_bid_rym,percentile_rym,max_bid_no_rym,max_bid_rym,ws,other_costs,cost_A,cost_B,production,id_sample
450,29,1,3,35.03800434849633,35.03800434849633,6.4842355740630575,0.79,44.35190423860295,21.058893515764424,90.3,70,9.0,0.9,38.9311159427737,-3.8931115942773715,4034.143044805663,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
451,29,1,4,38.4437093,38.4437093,16.5377751338489,0.7926538000000001,48.5,41.760856632956575,90.3,70,8.6,0.97,39.632690000000004,-1.1889807000000019,3852.355352958242,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
452,29,2,1,49.54102720000001,49.54102720000001,60.14277215942891,0.8846612,56.00000000000001,78.28673408685306,90.3,70,7.3,1.12,44.23306,5.307967200000007,3143.974070805334,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
453,29,2,2,52.54441317273136,52.54441317273136,68.70910172516359,1.29,40.73210323467547,4.580606781677573,90.3,70,5.3,0.8,65.6805164659142,-13.136103293182835,1766.7501763451485,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
454,29,2,3,46.3702473,46.3702473,48.185603807257586,0.7926538000000001,58.5,90.63057703747769,90.3,70,8.6,1.17,39.632690000000004,6.737557299999999,3852.355352958242,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
455,29,2,4,46.812659,46.812659,50.267697798929206,0.8141332,57.49999999999999,84.97917906008328,90.3,70,8.1,1.15,40.70666,6.105998999999997,3600.84695020913,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
456,29,3,1,74.40955799999999,74.40955799999999,97.02558001189767,1.2401593,59.99999999999999,96.60916121356335,90.3,70,5.5,1.2,62.007965,12.401592999999991,1913.1530304421865,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
457,29,3,2,42.970487999999996,42.970487999999996,33.72992266508031,0.8952185,47.99999999999999,38.548483045806066,90.3,70,7.2,0.96,44.760925,-1.7904370000000043,3082.3461630779525,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
458,29,3,3,38.9966093,38.9966093,18.441403926234383,0.8040538,48.5,41.760856632956575,90.3,70,8.3,0.97,40.202690000000004,-1.2060807000000011,3704.6590150147713,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
459,29,3,4,37.199095,37.199095,12.492563950029744,0.907295,41.0,6.0678167757287325,90.3,70,7.1,0.82,45.36475,-8.165655000000001,3019.760489755876,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
460,29,4,1,40.821670700000006,40.821670700000006,25.223081499107675,0.7926538000000001,51.5,56.12730517549078,90.3,70,8.6,1.03,39.632690000000004,1.1889807000000019,3852.355352958242,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
461,29,4,2,43.706984,43.706984,36.763831052944674,1.066024,40.99999999999999,5.145746579417014,90.3,70,6.1,0.82,53.3012,-9.594216000000003,2346.759967225184,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
462,29,4,3,34.28128,34.28128,4.699583581201666,0.857032,40.0,1.041046995835812,90.3,70,7.6,0.8,42.8516,-8.570319999999995,3322.95250850423,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
463,29,4,4,64.38804409999999,64.38804409999999,89.3515764425937,1.1396114,56.49999999999999,80.1308744794765,90.3,70,5.8,1.13,56.98057,7.4074740999999875,2131.626659462528,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
464,30,1,1,47.356238399999995,47.356238399999995,52.587745389649015,0.8308112,56.99999999999999,82.51041046995836,90.3,70,7.9,1.14,41.54056,5.815678399999996,3492.8080850201604,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
465,30,1,2,38.66198746262154,38.66198746262154,17.48958953004164,0.79,48.939224636229795,43.01011302795955,90.3,70,8.7,0.98,39.45100761491994,-0.7890201522983986,3899.430925071707,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
466,30,1,3,52.346959999999996,52.346959999999996,67.93575252825698,1.0469392,50.0,48.98869720404521,90.3,70,6.2,1.0,52.346959999999996,0.0,2417.4057379964315,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
467,30,1,4,54.18844620000001,54.18844620000001,72.51635930993456,0.9763684,55.50000000000001,75.93694229625223,90.3,70,6.6,1.11,48.81842,5.370026200000005,2693.2139720893097,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
468,30,2,1,46.678044,46.678044,49.55383700178465,1.1669511,40.0,1.041046995835812,90.3,70,5.7,0.8,58.34755499999999,-11.669510999999993,2059.071224897595,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
469,30,2,2,40.664221782855975,40.664221782855975,24.390243902439025,0.79,51.47369845931136,55.20523497917906,90.3,70,8.9,1.04,39.10021325274613,1.5640085301098452,3990.3272687735966,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
470,30,2,3,35.8218608,35.8218608,8.566329565734682,0.8141332,44.00000000000001,20.46400951814396,90.3,70,8.1,0.88,40.70666,-4.884799199999996,3600.84695020913,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
471,30,2,4,31.67117273472437,31.67117273472437,0.35693039857227843,0.79,40.09009206927135,2.3200475907198097,90.3,70,8.9,0.81,39.10021325274613,-7.429040518021761,3990.3272687735966,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
472,30,3,1,37.14520259010882,37.14520259010882,12.254610350981558,0.79,47.019243784947875,35.336109458655564,90.3,70,8.9,0.95,39.10021325274613,-1.9550106626373065,3990.3272687735966,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
473,30,3,2,50.63614,50.63614,63.47412254610351,1.066024,47.49999999999999,36.07971445568114,90.3,70,6.1,0.95,53.3012,-2.665060000000004,2346.759967225184,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
474,30,3,3,35.505906853427945,35.505906853427945,7.674003569303986,0.79,44.94418589041512,23.557406305770375,90.3,70,8.7,0.9,39.45100761491994,-3.945100761491993,3899.430925071707,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
475,30,3,4,59.0706253,59.0706253,82.09399167162404,1.1145401,53.00000000000001,64.03926234384295,90.3,70,5.9,1.06,55.727005,3.343620300000005,2203.80697148829,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
476,30,4,1,56.16964290881001,56.16964290881001,76.74003569303986,1.29,43.542358844038766,18.381915526472337,90.3,70,5.1,0.81,69.3452381590247,-13.175595250214691,1620.6598526034632,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
477,30,4,2,68.26663934999999,68.26663934999999,92.98036882807853,1.1669511,58.5,90.63057703747769,90.3,70,5.7,1.17,58.34755499999999,9.919084349999999,2059.071224897595,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
478,30,4,3,33.9368064,33.9368064,3.985722784057109,0.8080192,42.0,10.618679357525282,90.3,70,8.2,0.84,40.400960000000005,-6.464153600000003,3653.284405406161,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
479,30,4,4,66.33732163057334,66.33732163057334,91.31469363474123,1.29,51.42428033377778,55.08625817965497,90.3,70,5.3,1.01,65.6805164659142,0.6568051646591471,1766.7501763451485,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
480,31,1,1,36.0938732,36.0938732,9.280190362879239,0.8393924,42.99999999999999,14.247471743010113,90.3,70,7.8,0.86,41.96962,-5.875746800000002,3437.2208174516622,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
481,31,1,2,66.31513595,66.31513595,91.25520523497917,1.1145401,59.5,95.35990481856038,90.3,70,5.9,1.19,55.727005,10.58813095,2203.80697148829,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
482,31,1,3,48.6826728,48.6826728,57.465794170136824,1.0469392,46.5,31.52885187388459,90.3,70,6.2,0.93,52.346959999999996,-3.664287199999997,2417.4057379964315,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
483,31,1,4,54.564301,54.564301,73.34919690660321,0.9920782,55.0,72.48661511005353,90.3,70,6.5,1.1,49.60391,4.960391000000001,2625.3696471309936,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
484,31,2,1,37.87296731032314,37.87296731032314,14.8720999405116,0.79,47.94046494977613,38.132064247471746,90.3,70,8.7,0.96,39.45100761491994,-1.5780403045967972,3899.430925071707,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
485,31,2,2,45.584456,45.584456,44.735276621058894,1.1396114,40.00000000000001,2.022605591909578,90.3,70,5.8,0.8,56.98057,-11.396113999999997,2131.626659462528,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
486,31,2,3,54.4377,54.4377,72.93277810826889,0.907295,60.0,97.5609756097561,90.3,70,7.1,1.2,45.36475,9.072949999999999,3019.760489755876,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
487,31,2,4,63.464291437082444,63.464291437082444,88.28078524687686,1.29,49.19712514502515,45.15169541939322,90.3,70,5.2,0.94,67.51520365647069,-4.050912219388245,1693.6122771870748,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
488,31,3,1,54.05530399999999,54.05530399999999,72.27840571088637,0.9319879999999999,57.99999999999999,87.32897085068412,90.3,70,6.9,1.16,46.599399999999996,7.455903999999997,2891.793697192464,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
489,31,3,2,50.77655119999999,50.77655119999999,63.95002974419988,1.0469392,48.49999999999999,40.80904223676383,90.3,70,6.2,0.97,52.346959999999996,-1.5704088000000027,2417.4057379964315,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
490,31,3,3,37.2418965,37.2418965,12.73051754907793,0.919553,40.50000000000001,4.104699583581201,90.3,70,7.0,0.81,45.97765,-8.735753499999994,2956.235927864234,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
491,31,3,4,46.647304000000005,46.647304000000005,49.494348602022605,0.8481328,55.00000000000001,73.4681737061273,90.3,70,7.7,1.1,42.40664,4.240664000000002,3380.599171369953,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
492,31,4,1,44.603511399999995,44.603511399999995,40.57108863771565,0.8660876,51.5,56.12730517549078,90.3,70,7.5,1.03,43.304379999999995,1.2991314000000003,3264.2913304677227,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
493,31,4,2,46.4374265,46.4374265,48.60202260559191,0.919553,50.5,51.279000594883996,90.3,70,7.0,1.01,45.97765,0.4597765000000038,2956.235927864234,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
494,31,4,3,42.016998400000006,42.016998400000006,29.982153480071386,0.8080192,52.00000000000001,59.39916716240333,90.3,70,8.2,1.04,40.400960000000005,1.6160384000000008,3653.284405406161,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
495,31,4,4,45.694616,45.694616,45.27067221891731,0.8308112,55.00000000000001,73.4681737061273,90.3,70,7.9,1.1,41.54056,4.154056000000004,3492.8080850201604,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
496,32,1,1,44.57424310813058,44.57424310813058,40.27364663890541,0.79,56.42309254193744,79.29803688280785,90.3,70,8.9,1.14,39.10021325274613,5.474029855384451,3990.3272687735966,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
497,32,1,2,49.4834969,49.4834969,60.02379535990482,0.9608445999999999,51.5,56.12730517549078,90.3,70,6.7,1.03,48.042229999999996,1.4412669000000022,2760.2544196832227,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
498,32,1,3,71.30915974999999,71.30915974999999,95.18143961927424,1.2401593,57.49999999999999,84.97917906008328,90.3,70,5.5,1.15,62.007965,9.301194749999993,1913.1530304421865,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
499,32,1,4,51.2123938,51.2123938,65.08030933967876,1.0896254,47.0,34.889946460440214,90.3,70,6.0,0.94,54.48127,-3.268876200000001,2275.5401511823243,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
500,32,2,1,46.678044,46.678044,49.55383700178465,1.1669511,40.0,1.041046995835812,90.3,70,5.7,0.8,58.34755499999999,-11.669510999999993,2059.071224897595,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
501,32,2,2,54.5670092,54.5670092,73.40868530636526,1.2401593,44.0,19.631171921475314,90.3,70,5.5,0.88,62.007965,-7.440955799999998,1913.1530304421865,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
502,32,2,3,38.4827622,38.4827622,16.597263533610946,0.8846612,43.5,17.48958953004164,90.3,70,7.3,0.87,44.23306,-5.7502977999999985,3143.974070805334,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
503,32,2,4,60.0132566,60.0132566,83.4622248661511,1.2768778,46.99999999999999,33.908387864366446,90.3,70,5.4,0.94,63.84389,-3.8306334000000035,1839.9646853205938,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
504,32,3,1,42.01065140000001,42.01065140000001,29.863176680547294,0.7926538000000001,53.00000000000001,64.03926234384295,90.3,70,8.6,1.06,39.632690000000004,2.3779614000000038,3852.355352958242,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
505,32,3,2,38.5900424,38.5900424,17.073170731707318,0.8481328,45.5,26.76977989292088,90.3,70,7.7,0.91,42.40664,-3.8165976000000015,3380.599171369953,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
506,32,3,3,65.20059585,65.20059585,90.2439024390244,1.1145401,58.5,90.63057703747769,90.3,70,5.9,1.17,55.727005,9.47359085,2203.80697148829,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
507,32,3,4,39.2083692,39.2083692,19.274241522903033,0.8001708000000001,48.99999999999999,43.426531826293875,90.3,70,8.4,0.98,40.00854,-0.8001708000000036,3754.965449409183,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
508,32,4,1,43.0209143,43.0209143,34.027364663890545,0.9455146,45.5,26.76977989292088,90.3,70,6.8,0.91,47.275729999999996,-4.254815699999995,2826.4576240077954,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
509,32,4,2,57.798854490004494,57.798854490004494,79.95240928019037,1.29,44.80531355814302,23.438429506246283,90.3,70,5.3,0.88,65.6805164659142,-7.881661975909701,1766.7501763451485,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
510,32,4,3,39.632690000000004,39.632690000000004,20.82093991671624,0.7926538000000001,50.0,48.98869720404521,90.3,70,8.6,1.0,39.632690000000004,0.0,3852.355352958242,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
511,32,4,4,84.6896124684543,84.6896124684543,99.94051160023795,1.29,65.65086237864674,99.94051160023795,90.3,70,5.0,1.19,71.16774157012966,13.521870898324636,1548.0076471579075,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
512,33,1,1,76.96733216837657,76.96733216837657,98.15585960737656,1.29,59.664598580136875,96.13325401546699,90.3,70,5.2,1.14,67.51520365647069,9.452128511905883,1693.6122771870748,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
513,33,1,2,38.161449499999996,38.161449499999996,15.645449137418204,0.919553,41.5,8.209399167162402,90.3,70,7.0,0.83,45.97765,-7.816200500000001,2956.235927864234,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
514,33,1,3,57.5565476719905,57.5565476719905,79.29803688280785,1.29,44.61747881549651,23.259964306960143,90.3,70,5.1,0.83,69.3452381590247,-11.788690487034202,1620.6598526034632,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
515,33,1,4,38.31820898769121,38.31820898769121,16.299821534800714,0.79,48.504062009735705,42.59369422962522,90.3,70,8.9,0.98,39.10021325274613,-0.7820042650549226,3990.3272687735966,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
516,33,2,1,47.845366799999994,47.845366799999994,54.55086258179655,0.8393924,56.99999999999999,82.51041046995836,90.3,70,7.8,1.14,41.96962,5.875746799999995,3437.2208174516622,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
517,33,2,2,57.38792310800008,57.38792310800008,78.94110648423558,1.29,44.48676209922487,21.17787031528852,90.3,70,5.2,0.85,67.51520365647069,-10.127280548470608,1693.6122771870748,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
518,33,2,3,47.8412011,47.8412011,54.372397382510414,0.8040538,59.49999999999999,94.46757882212968,90.3,70,8.3,1.19,40.202690000000004,7.638511099999995,3704.6590150147713,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
519,33,2,4,57.055320900000005,57.055320900000005,78.4651992861392,1.0280238,55.50000000000001,75.93694229625223,90.3,70,6.3,1.11,51.40119,5.6541309000000055,2487.4220738687186,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
520,33,3,1,59.112464819322774,59.112464819322774,82.21296847114813,1.29,45.8236161390099,28.316478286734085,90.3,70,5.3,0.9,65.6805164659142,-6.568051646591421,1766.7501763451485,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
521,33,3,2,78.81661975909704,78.81661975909704,98.75074360499703,1.29,61.0981548520132,98.75074360499703,90.3,70,5.3,1.2,65.6805164659142,13.136103293182842,1766.7501763451485,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
522,33,3,3,56.8415451,56.8415451,77.98929208804283,1.1145401,51.0,53.599048185603806,90.3,70,5.9,1.02,55.727005,1.1145400999999993,2203.80697148829,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
523,33,3,4,62.41071434312224,62.41071434312224,86.9125520523498,1.29,48.38039871559863,40.5116002379536,90.3,70,5.1,0.9,69.3452381590247,-6.934523815902466,1620.6598526034632,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
524,33,4,1,37.386504,37.386504,13.206424747174301,0.8308112,45.00000000000001,25.10410469958358,90.3,70,7.9,0.9,41.54056,-4.154055999999997,3492.8080850201604,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
525,33,4,2,52.38338469999999,52.38338469999999,68.23319452706723,1.1145401,47.0,34.889946460440214,90.3,70,5.9,0.94,55.727005,-3.343620300000005,2203.80697148829,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
526,33,4,3,62.362404,62.362404,86.7935752528257,1.066024,58.49999999999999,89.70850684116597,90.3,70,6.1,1.17,53.3012,9.061203999999996,2346.759967225184,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
527,33,4,4,31.5342039136467,31.5342039136467,0.2379535990481856,0.79,39.91671381474266,0.2379535990481856,90.3,70,9.0,0.81,38.9311159427737,-7.396912029127002,4034.143044805663,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
528,34,1,1,46.5887944,46.5887944,49.196906603212376,1.0469392,44.5,21.951219512195124,90.3,70,6.2,0.89,52.346959999999996,-5.758165599999998,2417.4057379964315,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
529,34,1,2,40.60471690000001,40.60471690000001,24.15229030339084,0.8040538,50.50000000000001,52.171326591314696,90.3,70,8.3,1.01,40.202690000000004,0.40202690000000274,3704.6590150147713,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
530,34,1,3,72.81250006697594,72.81250006697594,96.13325401546699,1.29,56.44379850153174,79.41701368233194,90.3,70,5.1,1.05,69.3452381590247,3.46726190795124,1620.6598526034632,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
531,34,1,4,40.80496960000001,40.80496960000001,25.10410469958358,0.8080192,50.50000000000001,52.171326591314696,90.3,70,8.2,1.01,40.400960000000005,0.40400960000000197,3653.284405406161,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
532,34,2,1,45.7642668,45.7642668,45.627602617489586,1.0896254,42.0,10.618679357525282,90.3,70,6.0,0.84,54.48127,-8.7170032,2275.5401511823243,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
533,34,2,2,42.40664,42.40664,31.290898274836408,0.8481328,50.0,48.98869720404521,90.3,70,7.7,1.0,42.40664,0.0,3380.599171369953,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
534,34,2,3,38.62122599999999,38.62122599999999,17.251635930993455,0.919553,41.99999999999999,9.666864961332541,90.3,70,7.0,0.84,45.97765,-7.356424000000004,2956.235927864234,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
535,34,2,4,36.36086400000001,36.36086400000001,10.053539559785841,0.8080192,45.00000000000001,25.10410469958358,90.3,70,8.2,0.9,40.400960000000005,-4.040095999999998,3653.284405406161,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
536,34,3,1,33.128787200000005,33.128787200000005,2.379535990481856,0.8080192,41.00000000000001,6.69244497323022,90.3,70,8.2,0.82,40.400960000000005,-7.2721728,3653.284405406161,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
537,34,3,2,39.3674234,39.3674234,19.571683521713265,0.8846612,44.5,21.951219512195124,90.3,70,7.3,0.89,44.23306,-4.865636600000002,3143.974070805334,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
538,34,3,3,34.28128,34.28128,4.699583581201666,0.857032,40.0,1.041046995835812,90.3,70,7.6,0.8,42.8516,-8.570319999999995,3322.95250850423,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
539,34,3,4,42.3531468,42.3531468,30.933967876264127,0.8223912,51.5,56.12730517549078,90.3,70,8.0,1.03,41.11956,1.2335867999999977,3547.3526180837684,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
540,34,4,1,36.8078568,36.8078568,11.42177275431291,0.8001708000000001,46.0,29.238548483045808,90.3,70,8.4,0.92,40.00854,-3.2006832000000003,3754.965449409183,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
541,34,4,2,34.480440300000005,34.480440300000005,5.175490779298037,0.7926538000000001,43.5,17.48958953004164,90.3,70,8.6,0.87,39.632690000000004,-5.152249699999999,3852.355352958242,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
542,34,4,3,47.863678799999995,47.863678799999995,54.6103509815586,1.1396114,42.0,10.618679357525282,90.3,70,5.8,0.84,56.98057,-9.116891200000005,2131.626659462528,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
543,34,4,4,42.3349264,42.3349264,30.87447947650208,0.8141332,52.0,58.44735276621059,90.3,70,8.1,1.04,40.70666,1.6282664000000011,3600.84695020913,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
544,35,1,1,49.945328849999996,49.945328849999996,61.451516954193934,1.2035019,41.49999999999999,7.287328970850684,90.3,70,5.6,0.83,60.175095,-10.229766150000003,1986.2186485554405,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
545,35,1,2,43.418905200000005,43.418905200000005,35.63355145746579,0.8040538,54.0,67.965496728138,90.3,70,8.3,1.08,40.202690000000004,3.2162152000000006,3704.6590150147713,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
546,35,1,3,49.454337,49.454337,59.904818560380726,0.875298,56.5,81.05294467578823,90.3,70,7.4,1.13,43.764900000000004,5.689436999999998,3204.6274315761634,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
547,35,1,4,51.5305457,51.5305457,66.03212373587151,0.9455146,54.5,70.2558001189768,90.3,70,6.8,1.09,47.275729999999996,4.254815700000002,2826.4576240077954,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
548,35,2,1,48.042229999999996,48.042229999999996,55.264723378941106,0.9608445999999999,50.0,48.98869720404521,90.3,70,6.7,1.0,48.042229999999996,0.0,2760.2544196832227,sample_3_seed:161803_ws_min_5_ws_max_9_base_lcoe_50_oc_min_0.8_oc_max_1.2
